Word,Count
#ConstraintLayout_Layout_layout_constraintVertical_weight,2
#ConstraintSet_layout_constraintWidth_percent,2
#CoordinatorLayout_Layout_layout_anchorGravity,2
#SwitchCompat_thumbTintMode,2
com.example.randy.sample:layout_constraintHeight_min,2
',2
<tr><td>chains</td><td>4</td><td></td></tr>,2
#AppCompatTheme_listPreferredItemPaddingLeft,2
android:layout_height,2
#ConstraintLayout_Layout_layout_constraintWidth_max,2
#CoordinatorLayout_Layout_layout_insetEdge,2
#AppCompatTheme_textAppearancePopupMenuHeader,2
#DrawerArrowToggle_thickness,2
sends,2
#ColorStateListItem_android_color,2
#View_paddingEnd,2
<tr><td>showCustom</td><td>10</td><td></td></tr>,2
com.example.randy.sample:layout_constraintCircleRadius,2
#ConstraintSet_layout_constraintTop_toBottomOf,2
#AppCompatTheme_colorPrimary,2
com.example.randy.sample:layout_constraintBottom_creator}</code></td><td></td></tr>,2
#ConstraintLayout_Layout_layout_constraintWidth_min,2
#ConstraintSet_layout_goneMarginTop,2
android:enterFadeDuration}</code></td><td></td></tr>,2
#AppCompatTheme_windowFixedHeightMinor,2
#AppCompatTheme_actionModeBackground,2
#AppCompatTheme_buttonBarPositiveButtonStyle,2
#Toolbar_navigationIcon,2
#AppCompatTheme_selectableItemBackground,2
#SwitchCompat_track,2
#AppCompatTheme_colorBackgroundFloating,2
#SearchView_submitBackground,2
#SwitchCompat_showText,2
com.example.randy.sample.R.attr#layout_constraintCircle},2
#ConstraintSet_layout_constraintCircleAngle,2
com.example.randy.sample:layout_constraintGuide_percent,2
com.example.randy.sample:layout_constraintHeight_percent,2
com.example.randy.sample.R.attr#titleTextStyle},2
#ActionBar_subtitleTextStyle,2
#ConstraintLayout_Layout_layout_constraintEnd_toStartOf,2
},2
#AppCompatTheme_listDividerAlertDialog,2
#MenuItem_android_icon,2
up,2
com.example.randy.sample.R.attr#layout_constraintGuide_begin},2
com.example.randy.sample:layout_constraintGuide_end,2
#ConstraintSet_layout_constrainedWidth,2
android:maxWidth}</code></td><td></td></tr>,2
#CoordinatorLayout_keylines,2
#ConstraintLayout_Layout_layout_constraintGuide_begin,2
com.example.randy.sample:layout_constraintWidth_default,2
#ConstraintSet_layout_constraintBaseline_creator,2
#View_android_theme,2
#ConstraintSet_layout_constraintBottom_toBottomOf,2
#GradientColor_android_type,2
#ConstraintSet_layout_constraintTop_creator,2
#GradientColor_android_startY,2
#MenuItem_android_orderInCategory,2
#AnimatedStateListDrawableTransition_android_fromId,2
cursor,2
com.example.randy.sample.R.attr#layout_constraintWidth_percent},2
#TextAppearance_android_textColorLink,2
#CoordinatorLayout_Layout_layout_behavior,2
#MenuView_android_headerBackground,2
#Toolbar_collapseContentDescription,2
com.example.randy.sample:subtitle,2
#FontFamily_fontProviderPackage,2
com.example.randy.sample.R.attr#layout_editor_absoluteY},2
#AppCompatTextHelper_android_drawableLeft,2
com.example.randy.sample:contentInsetStartWithNavigation,2
#Toolbar_titleMargin,2
#AppCompatTextView_lineHeight,2
#ConstraintSet_layout_constraintGuide_end,2
com.example.randy.sample:layout_constraintDimensionRatio}</code></td><td></td></tr>,2
#ConstraintSet_android_alpha,2
#ConstraintLayout_Layout_layout_constraintHeight_max,2
#AppCompatTheme_windowFixedWidthMajor,2
#ConstraintLayout_Layout_barrierAllowsGoneWidgets,2
#ActionBar_homeAsUpIndicator,2
<tr><td>middle</td><td>2</td><td></td></tr>,2
#ConstraintLayout_Layout_layout_constraintCircleRadius,2
#GradientColor_android_startColor,2
com.example.randy.sample:layout_constraintRight_creator,2
assigned,2
#AppCompatTextHelper_android_drawableEnd,2
#ConstraintLayout_Layout_layout_constrainedHeight,2
#AppCompatTextHelper_android_drawableRight,2
<tr><td>blocking</td><td>0</td><td></td></tr>,2
#ConstraintLayout_Layout_layout_constraintLeft_toRightOf,2
com.example.randy.sample.R.attr#subtitle},2
#Toolbar_logo,2
#AppCompatTheme_actionMenuTextAppearance,2
com.example.randy.sample:layout_constraintLeft_toRightOf}</code></td><td></td></tr>,2
com.example.randy.sample:layout_constrainedHeight}</code></td><td></td></tr>,2
#AppCompatTheme_windowActionBarOverlay,2
#SearchView_android_imeOptions,2
#ConstraintLayout_Layout_layout_constrainedWidth,2
com.example.randy.sample.R.attr#layout_constrainedHeight},2
#AppCompatTheme_windowFixedHeightMajor,2
<tr><td>gone</td><td>0</td><td></td></tr>,2
com.example.randy.sample:layout_constraintWidth_max,2
com.example.randy.sample:layout_constraintEnd_toStartOf}</code></td><td></td></tr>,2
#Toolbar_collapseIcon,2
android:layout_width,2
com.example.randy.sample.R.attr#layout_constraintHorizontal_weight},2
com.example.randy.sample:layout_goneMarginEnd}</code></td><td></td></tr>,2
#AppCompatTheme_panelMenuListWidth,2
#ConstraintSet_layout_constraintLeft_toLeftOf,2
#ConstraintSet_android_scaleY,2
#AppCompatTheme_colorControlNormal,2
<tr><td>listMode</td><td>1</td><td></td></tr>,2
com.example.randy.sample:layout_constraintCircle,2
#AppCompatTheme_windowMinWidthMajor,2
<tr><td>ifRoom</td><td>1</td><td></td></tr>,2
com.example.randy.sample:title}</code></td><td></td></tr>,2
#AppCompatTextView_autoSizeStepGranularity,2
com.example.randy.sample:layout_constraintHorizontal_chainStyle}</code></td><td></td></tr>,2
#TextAppearance_android_textColorHint,2
#AppCompatTheme_dividerHorizontal,2
#AppCompatImageView_tintMode,2
#ConstraintSet_layout_constraintStart_toEndOf,2
#MenuView_android_itemTextAppearance,2
#Toolbar_titleTextAppearance,2
ARRAY,2
com.example.randy.sample:layout_constraintCircleRadius}</code></td><td></td></tr>,2
#AppCompatTheme_spinnerStyle,2
com.example.randy.sample:layout_goneMarginRight}</code></td><td></td></tr>,2
com.example.randy.sample.R.attr#layout_constraintStart_toStartOf},2
#ActionBar_logo,2
#CompoundButton_android_button,2
inside,2
#SwitchCompat_trackTintMode,2
#AppCompatTextView_autoSizePresetSizes,2
#ActionBar_backgroundStacked,2
#AppCompatTheme_activityChooserViewStyle,2
com.example.randy.sample:layout_constraintRight_toLeftOf}</code></td><td></td></tr>,2
com.example.randy.sample.R.attr#layout_constraintLeft_toRightOf},2
#AlertDialog_listItemLayout,2
com.example.randy.sample:textAllCaps}</code></td><td></td></tr>,2
#ActionBar_elevation,2
<tr><td>uniform</td><td>1</td><td></td></tr>,2
com.example.randy.sample:layout_goneMarginLeft}</code></td><td></td></tr>,2
com.example.randy.sample.R.attr#logo},2
#AppCompatTheme_dialogPreferredPadding,2
#AppCompatTheme_spinnerDropDownItemStyle,2
#LinearLayoutCompat_measureWithLargestChild,2
#SearchView_suggestionRowLayout,2
<tr><td>wrap_content</td><td>0</td><td></td></tr>,2
#Toolbar_buttonGravity,2
com.example.randy.sample:layout_constraintEnd_toEndOf,2
#Toolbar_contentInsetStartWithNavigation,2
#AppCompatTheme_windowNoTitle,2
#ConstraintSet_layout_goneMarginEnd,2
#TextAppearance_android_typeface,2
#SearchView_searchHintIcon,2
#StateListDrawableItem_android_drawable,2
#ConstraintLayout_Layout_layout_goneMarginStart,2
#GradientColor_android_gradientRadius,2
com.example.randy.sample:layout_constraintHeight_max,2
#Spinner_popupTheme,2
#ConstraintLayout_Layout_layout_constraintGuide_end,2
#MenuItem_actionProviderClass,2
android.R.attr#thumb},2
android:dither,2
#ViewBackgroundHelper_backgroundTint,2
<tr><td>forever</td><td>ffffffff</td><td></td></tr>,2
#AppCompatTheme_textAppearanceSearchResultSubtitle,2
total,2
com.example.randy.sample:layout_constraintBaseline_creator}</code></td><td></td></tr>,2
#AnimatedStateListDrawableCompat_android_constantSize,2
<tr><td>start</td><td>5</td><td></td></tr>,2
#AppCompatTheme_windowMinWidthMinor,2
#ConstraintSet_layout_constraintBottom_creator,2
#AppCompatTheme_buttonBarButtonStyle,2
#ConstraintSet_layout_constraintEnd_toStartOf,2
com.example.randy.sample:layout_constraintStart_toEndOf}</code></td><td></td></tr>,2
#MenuView_android_itemBackground,2
#AppCompatTheme_actionModePasteDrawable,2
#AnimatedStateListDrawableItem},2
LATER,2
com.example.randy.sample:contentInsetRight,2
#AppCompatTheme_actionModeFindDrawable,2
#ActionMode_titleTextStyle,2
#CoordinatorLayout_Layout_layout_keyline,2
days,2
#AppCompatTheme_actionMenuTextColor,2
#GradientColor_android_centerY,2
#PopupWindowBackgroundState_state_above_anchor,2
#AppCompatTheme_listPreferredItemHeightLarge,2
com.example.randy.sample:layout_constraintWidth_percent}</code></td><td></td></tr>,2
#ConstraintLayout_Layout_layout_constraintHeight_percent,2
com.example.randy.sample:layout_constraintLeft_toLeftOf,2
#AppCompatTheme_actionModeStyle,2
#AppCompatTextView_textAllCaps,2
#MenuGroup_android_checkableBehavior,2
#ConstraintSet_layout_constraintBaseline_toBaselineOf,2
#AppCompatTextView_autoSizeMaxTextSize,2
#CoordinatorLayout},2
com.example.randy.sample.R.attr#layout_constraintCircleRadius},2
android:maxWidth,2
#ConstraintLayout_Layout_android_maxWidth,2
#ConstraintSet_android_layout_marginBottom,2
com.example.randy.sample:layout_constraintLeft_creator}</code></td><td></td></tr>,2
#TextAppearance_android_textColor,2
#AppCompatTheme_toolbarNavigationButtonStyle,2
pop,2
confirm,2
#LinearConstraintLayout_android_orientation,2
<tr><td>top</td><td>2</td><td></td></tr>,2
com.example.randy.sample.R.attr#layout_goneMarginRight},2
#ConstraintSet_android_rotation,2
#AppCompatTheme_buttonStyle,2
com.example.randy.sample:layout_editor_absoluteX,2
com.example.randy.sample:layout_constraintVertical_chainStyle,2
#TextAppearance_fontFamily,2
#AppCompatTextHelper_android_textAppearance,2
#MenuItem_android_visible,2
#AppCompatTheme_actionModeCopyDrawable,2
com.example.randy.sample:layout_goneMarginStart}</code></td><td></td></tr>,2
#AppCompatTheme_actionModeSplitBackground,2
com.example.randy.sample:layout_constraintRight_toRightOf,2
#AppCompatTheme_windowFixedWidthMinor,2
documentation</a>,2
#ConstraintLayout_Layout_layout_goneMarginRight,2
#ConstraintSet_layout_goneMarginStart,2
#FontFamily_fontProviderAuthority,2
android:enterFadeDuration,2
android.R.attr#orderInCategory},2
android:orderInCategory,2
#ActionBar_customNavigationLayout,2
#Toolbar_contentInsetRight,2
#AppCompatTheme_dialogTheme,2
#ConstraintSet_layout_constraintLeft_toRightOf,2
#Toolbar_logoDescription,2
com.example.randy.sample:layout_constraintEnd_toStartOf,2
present,2
android:menuCategory,2
#TextAppearance_android_shadowDx,2
refreshing,2
com.example.randy.sample:layout_constraintTop_toTopOf,2
android:alpha,2
#AppCompatTheme_buttonStyleSmall,2
most,2
com.example.randy.sample:backgroundSplit,2
#AlertDialog_singleChoiceItemLayout,2
#Toolbar_android_gravity,2
com.example.randy.sample.R.attr#layout_constraintWidth_max},2
#ActivityChooserView},2
#TextAppearance_android_fontFamily,2
#SwitchCompat_thumbTint,2
#AppCompatTheme_actionModeSelectAllDrawable,2
#CompoundButton_buttonTint,2
com.example.randy.sample.R.attr#layout_constraintLeft_toLeftOf},2
#TextAppearance_android_shadowRadius,2
#AppCompatTheme_listPreferredItemHeight,2
com.example.randy.sample.R.attr#backgroundSplit},2
#ConstraintLayout_Layout_layout_constraintBaseline_toBaselineOf,2
#CompoundButton_buttonTintMode,2
com.example.randy.sample:textAllCaps,2
\day,\,2
#AppCompatTheme_textAppearanceListItemSmall,2
#ConstraintLayout_Layout_layout_constraintHorizontal_bias,2
com.example.randy.sample:layout_constraintRight_toLeftOf,2
#Toolbar_titleMargins,2
com.example.randy.sample:layout_constraintGuide_begin}</code></td><td></td></tr>,2
#AppCompatTheme_actionModeShareDrawable,2
#ConstraintLayout_Layout_layout_goneMarginBottom,2
#LinearLayoutCompat_android_baselineAligned,2
com.example.randy.sample:layout_constraintCircleAngle,2
com.example.randy.sample.R.attr#layout_constraintHeight_min},2
#ConstraintSet_android_transformPivotY,2
#AppCompatTheme_actionButtonStyle,2
#AppCompatTheme_ratingBarStyleIndicator,2
#AppCompatTheme_android_windowIsFloating,2
#PopupWindow_overlapAnchor,2
#AppCompatTheme_actionBarItemBackground,2
execute,2
<tr><td>right</td><td>1</td><td></td></tr>,2
#MenuGroup_android_id,2
android.R.attr#popupBackground},2
ON,2
com.example.randy.sample:contentInsetStart,2
<a,2
employeeID,2
#ConstraintLayout_Layout_barrierDirection,2
com.example.randy.sample:layout_constraintBottom_toBottomOf,2
#ConstraintLayout_Layout_layout_goneMarginLeft,2
#SearchView_android_inputType,2
#DrawerArrowToggle_drawableSize,2
android.R.attr#color},2
#MenuItem_iconTintMode,2
com.example.randy.sample.R.attr#layout_constraintRight_creator},2
#ConstraintLayout_Layout_chainUseRtl,2
#ConstraintLayout_Layout_layout_optimizationLevel,2
#ConstraintLayout_Layout_layout_constraintBottom_creator,2
#AppCompatTextView_lastBaselineToBottomHeight,2
#ConstraintLayout_Layout_layout_constraintHorizontal_chainStyle,2
#ConstraintLayout_Layout_layout_goneMarginTop,2
#ConstraintSet_android_visibility,2
#ConstraintLayout_Layout_layout_constraintTop_creator,2
<tr><td>tabMode</td><td>2</td><td></td></tr>,2
#GradientColorItem_android_color,2
android:minHeight}</code></td><td></td></tr>,2
#MenuItem_android_alphabeticShortcut,2
makes,2
#AnimatedStateListDrawableCompat_android_visible,2
#ConstraintLayout_Layout_layout_constraintBottom_toBottomOf,2
#AppCompatTheme_buttonBarStyle,2
<tr><td>withText</td><td>4</td><td></td></tr>,2
android:color}</code></td><td></td></tr>,2
android.R.attr#minHeight},2
#LinearLayoutCompat_dividerPadding,2
#ListPopupWindow},2
adapter,2
#MenuItem_android_enabled,2
#AppCompatTheme_radioButtonStyle,2
android.R.attr#menuCategory},2
<tr><td>dimensions</td><td>8</td><td></td></tr>,2
#ConstraintLayout_Layout_layout_constraintWidth_percent,2
#FontFamily_fontProviderFetchStrategy,2
#AppCompatTheme_selectableItemBackgroundBorderless,2
#Toolbar_maxButtonHeight,2
com.example.randy.sample:layout_constraintLeft_toLeftOf}</code></td><td></td></tr>,2
#AppCompatTheme_dividerVertical,2
com.example.randy.sample:background,2
com.example.randy.sample:layout_constraintHorizontal_bias}</code></td><td></td></tr>,2
#AppCompatTheme_actionBarTheme,2
#MenuItem_android_title,2
#AppCompatTheme_colorSwitchThumbNormal,2
#AppCompatTextView_android_textAppearance,2
format,2
#ConstraintLayout_Layout_constraintSet,2
<tr><td>useLogo</td><td>1</td><td></td></tr>,2
#ActionBar_indeterminateProgressStyle,2
#LinearLayoutCompat_divider,2
#ActionBar_subtitle,2
#ActionMenuItemView_android_minWidth,2
com.example.randy.sample:layout_editor_absoluteY}</code></td><td></td></tr>,2
com.example.randy.sample:background}</code></td><td></td></tr>,2
#MenuItem_numericModifiers,2
#MenuItem_android_numericShortcut,2
#MenuView_android_horizontalDivider,2
#SearchView_voiceIcon,2
com.example.randy.sample.R.attr#contentInsetLeft},2
android:thumb}</code></td><td></td></tr>,2
pressed,2
android:minWidth}</code></td><td></td></tr>,2
com.example.randy.sample:layout_goneMarginLeft,2
#AppCompatTheme_textAppearanceSmallPopupMenu,2
com.example.randy.sample:subtitleTextStyle,2
#Toolbar_title,2
void,2
android:color,2
#ActionBar_contentInsetEnd,2
com.example.randy.sample.R.attr#layout_constraintStart_toEndOf},2
#ConstraintSet_layout_constraintHorizontal_bias,2
#ConstraintLayout_Layout_layout_constraintHorizontal_weight,2
#ActivityChooserView_initialActivityCount,2
#AlertDialog_buttonPanelSideLayout,2
#SearchView_android_maxWidth,2
#AnimatedStateListDrawableTransition_android_toId,2
#AppCompatTheme_editTextStyle,2
#ConstraintLayout_Layout_layout_constraintCircleAngle,2
#LinearLayoutCompat_android_baselineAlignedChildIndex,2
#ConstraintSet_layout_constraintCircleRadius,2
#LinearLayoutCompat_Layout_android_layout_height,2
#ConstraintSet_layout_editor_absoluteX,2
#ConstraintSet_layout_constraintVertical_chainStyle,2
#AppCompatTheme_editTextColor,2
answer,2
com.example.randy.sample.R.attr#layout_constraintGuide_end},2
there,2
#ConstraintSet_android_translationZ,2
com.example.randy.sample:layout_constraintWidth_default}</code></td><td></td></tr>,2
android:constantSize,2
#Toolbar_android_minHeight,2
#SearchView_searchIcon,2
#AppCompatTheme_colorButtonNormal,2
#AppCompatTheme_switchStyle,2
<tr><td>auto</td><td>10</td><td></td></tr>,2
com.example.randy.sample:contentInsetLeft}</code></td><td></td></tr>,2
#ConstraintSet_layout_constraintLeft_creator,2
PAY,2
com.example.randy.sample:layout_constraintHeight_default}</code></td><td></td></tr>,2
android:windowAnimationStyle}</code></td><td></td></tr>,2
#Toolbar_titleTextColor,2
#ActionBar_itemPadding,2
#AppCompatTheme_textAppearanceSearchResultTitle,2
#AppCompatTheme_popupWindowStyle,2
com.example.randy.sample:layout_constraintGuide_begin,2
android:variablePadding,2
com.example.randy.sample.R.attr#layout_constraintVertical_bias},2
#Toolbar_contentInsetLeft,2
#ConstraintLayout_Layout_layout_constraintVertical_chainStyle,2
#Toolbar_titleMarginTop,2
android:enabled}</code></td><td></td></tr>,2
com.example.randy.sample:layout_constraintWidth_min}</code></td><td></td></tr>,2
com.example.randy.sample:layout_editor_absoluteX}</code></td><td></td></tr>,2
#FontFamily_fontProviderCerts,2
android:popupBackground,2
com.example.randy.sample:layout_constraintGuide_percent}</code></td><td></td></tr>,2
#MenuItem_android_id,2
#Toolbar_titleMarginStart,2
#AppCompatTheme_buttonBarNegativeButtonStyle,2
#MenuView_android_verticalDivider,2
#ActionBar_hideOnContentScroll,2
#Toolbar_contentInsetEnd,2
android.R.attr#minWidth},2
#GradientColor_android_tileMode,2
android.R.attr#layout},2
#MenuItem_alphabeticModifiers,2
#ActionBar_navigationMode,2
when,2
com.example.randy.sample:logo,2
#AppCompatTheme_panelMenuListTheme,2
#ConstraintSet_layout_constraintWidth_default,2
#ConstraintSet_android_rotationY,2
android:enabled,2
#ConstraintLayout_Layout_layout_constraintCircle,2
#Toolbar_navigationContentDescription,2
#AppCompatTheme_listMenuViewStyle,2
current,2
MAKE,2
#AppCompatTheme_listPreferredItemPaddingRight,2
com.example.randy.sample:layout_constraintRight_toRightOf}</code></td><td></td></tr>,2
2,2
#ViewBackgroundHelper_android_background,2
#SwitchCompat_switchTextAppearance,2
#AppCompatSeekBar_tickMarkTintMode,2
com.example.randy.sample.R.attr#layout_constraintWidth_min},2
#ConstraintSet_layout_goneMarginBottom,2
android:popupBackground}</code></td><td></td></tr>,2
#Toolbar_contentInsetStart,2
#AppCompatTheme_actionModeCloseButtonStyle,2
#ActionBar_contentInsetLeft,2
#AppCompatImageView_tint,2
android:dither}</code></td><td></td></tr>,2
android:exitFadeDuration}</code></td><td></td></tr>,2
#ActionBar_divider,2
#SwitchCompat_android_textOff,2
resetting,1
android:transformPivotY,1
com.example.randy.sample:panelMenuListTheme,1
do{,1
android:drawableEnd,1
android.R.attr#title},1
<tr><td>textLongMessage</td><td>51</td><td></td></tr>,1
com.example.randy.sample.R.attr#actionBarSize},1
com.example.randy.sample:alertDialogTheme,1
com.example.randy.sample:logoDescription,1
<tr><td>time</td><td>24</td><td></td></tr>,1
com.example.randy.sample:lineHeight}</code></td><td></td></tr>,1
com.example.randy.sample:buttonBarButtonStyle,1
com.example.randy.sample:tickMarkTintMode}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#actionModeCopyDrawable},1
AlertDialog,1
populating,1
com.example.randy.sample.R.attr#tint},1
com.example.randy.sample:actionModePasteDrawable,1
com.example.randy.sample:allowStacking,1
places,1
com.example.randy.sample.R.attr#iconifiedByDefault},1
com.example.randy.sample:windowMinWidthMajor,1
ActionMenuItemView,1
com.example.randy.sample:goIcon}</code></td><td></td></tr>,1
com.example.randy.sample:panelMenuListWidth}</code></td><td></td></tr>,1
com.example.randy.sample:actionLayout,1
com.example.randy.sample:fontWeight}</code></td><td></td></tr>,1
android.R.attr#endX},1
com.example.randy.sample.R.attr#titleTextColor},1
com.example.randy.sample.R.attr#autoCompleteTextViewStyle},1
\cursor,\,1
android:rotation}</code></td><td></td></tr>,1
payList,1
com.example.randy.sample:tooltipForegroundColor}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#buttonBarNegativeButtonStyle},1
<tr><td>sans</td><td>1</td><td></td></tr>,1
android:transformPivotX}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#spinBars},1
com.example.randy.sample.R.attr#thumbTint},1
com.example.randy.sample:multiChoiceItemLayout,1
com.example.randy.sample:checkedTextViewStyle}</code></td><td></td></tr>,1
com.example.randy.sample:fontProviderFetchStrategy}</code></td><td></td></tr>,1
original,1
android:endY}</code></td><td></td></tr>,1
com.example.randy.sample:checkboxStyle}</code></td><td></td></tr>,1
com.example.randy.sample:windowFixedWidthMajor}</code></td><td></td></tr>,1
com.example.randy.sample:titleMarginTop}</code></td><td></td></tr>,1
android:layout_marginTop}</code></td><td></td></tr>,1
com.example.randy.sample:activityChooserViewStyle,1
com.example.randy.sample:multiChoiceItemLayout}</code></td><td></td></tr>,1
selected,1
com.example.randy.sample:actionBarStyle}</code></td><td></td></tr>,1
com.example.randy.sample:dropDownListViewStyle,1
com.example.randy.sample:editTextStyle}</code></td><td></td></tr>,1
com.example.randy.sample:spinnerStyle,1
//TEST,1
LinearConstraintLayout,1
<tr><td>textWebEmailAddress</td><td>d1</td><td></td></tr>,1
com.example.randy.sample:seekBarStyle,1
prompting,1
com.example.randy.sample:barLength,1
android.R.attr#drawableBottom},1
com.example.randy.sample:tickMarkTint,1
ButtonBarLayout,1
android:font}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#constraintSet},1
StateListDrawable,1
machine,1
com.example.randy.sample:toolbarStyle}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#actionModeWebSearchDrawable},1
ConstraintLayout_placeholder,1
android:drawableTop,1
com.example.randy.sample.R.attr#itemPadding},1
android:layout_marginTop,1
com.example.randy.sample:textAppearanceListItemSmall,1
com.example.randy.sample:tintMode}</code></td><td></td></tr>,1
com.example.randy.sample:titleMargins,1
android.R.attr#typeface},1
com.example.randy.sample:iconTintMode,1
replaced,1
com.example.randy.sample.R.attr#paddingTopNoTitle},1
android:titleCondensed,1
android:weightSum}</code></td><td></td></tr>,1
TESTING!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
MenuGroup,1
com.example.randy.sample.R.attr#backgroundTintMode},1
null);,1
com.example.randy.sample:toolbarNavigationButtonStyle}</code></td><td></td></tr>,1
android:fontStyle,1
com.example.randy.sample:trackTintMode}</code></td><td></td></tr>,1
android:scaleX}</code></td><td></td></tr>,1
android:maxHeight}</code></td><td></td></tr>,1
<tr><td>number</td><td>2</td><td></td></tr>,1
com.example.randy.sample:editTextBackground,1
com.example.randy.sample.R.attr#track},1
com.example.randy.sample.R.attr#titleMarginBottom},1
currently,1
dayOffRequests(View,1
com.example.randy.sample:buttonTintMode}</code></td><td></td></tr>,1
com.example.randy.sample:dialogPreferredPadding,1
com.example.randy.sample.R.attr#goIcon},1
ListPopupWindow,1
android:startY,1
com.example.randy.sample.R.attr#actionProviderClass},1
android:verticalDivider,1
android.R.attr#elevation},1
com.example.randy.sample:autoSizeStepGranularity}</code></td><td></td></tr>,1
android:numericShortcut,1
//if,1
com.example.randy.sample.R.attr#ttcIndex},1
com.example.randy.sample.R.attr#numericModifiers},1
com.example.randy.sample:displayOptions,1
Automatically,1
com.example.randy.sample:drawableSize,1
under,1
com.example.randy.sample.R.attr#actionModePopupWindowStyle},1
com.example.randy.sample.R.attr#textAppearanceListItemSecondary},1
FontFamily,1
question,1
android:rotation,1
com.example.randy.sample:textColorAlertDialogListItem}</code></td><td></td></tr>,1
\finished,\,1
com.example.randy.sample.R.attr#dropDownListViewStyle},1
tableRows,1
com.example.randy.sample:buttonBarNegativeButtonStyle}</code></td><td></td></tr>,1
android:drawableRight,1
com.example.randy.sample:alphabeticModifiers,1
nextPayDate,1
com.example.randy.sample:actionBarSplitStyle,1
sure,1
com.example.randy.sample.R.attr#titleMargins},1
com.example.randy.sample:overlapAnchor}</code></td><td></td></tr>,1
tool,1
com.example.randy.sample:colorPrimary}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#selectableItemBackground},1
com.example.randy.sample:expandActivityOverflowButtonDrawable}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#gapBetweenBars},1
android:startY}</code></td><td></td></tr>,1
com.example.randy.sample:actionBarPopupTheme}</code></td><td></td></tr>,1
<tr><td>radial</td><td>1</td><td></td></tr>,1
com.example.randy.sample:listPreferredItemHeight,1
com.example.randy.sample:textAppearanceSmallPopupMenu}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#backgroundStacked},1
\Intent(this,\,1
com.example.randy.sample:listItemLayout,1
GradientColorItem,1
com.example.randy.sample:ratingBarStyle}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#actionViewClass},1
com.example.randy.sample:listPreferredItemPaddingLeft,1
com.example.randy.sample.R.attr#textAppearanceSearchResultTitle},1
com.example.randy.sample.R.attr#fontProviderFetchTimeout},1
android.R.attr#drawableStart},1
com.example.randy.sample:collapseIcon,1
com.example.randy.sample:closeIcon,1
android:shadowDx,1
com.example.randy.sample.R.attr#contentDescription},1
android:dropDownVerticalOffset,1
com.example.randy.sample:actionProviderClass}</code></td><td></td></tr>,1
android.R.attr#translationY},1
android:icon,1
!=,1
com.example.randy.sample:layout,1
com.example.randy.sample:contentDescription,1
android.R.attr#drawableTop},1
android:icon}</code></td><td></td></tr>,1
user,1
com.example.randy.sample:colorAccent}</code></td><td></td></tr>,1
taskArray,1
android:centerX}</code></td><td></td></tr>,1
com.example.randy.sample:spinBars,1
com.example.randy.sample.R.attr#thickness},1
com.example.randy.sample:controlBackground,1
\"\Day\,1
com.example.randy.sample:windowMinWidthMinor,1
begin,1
startActivity(new,1
+PayLogs.getString(1),1
com.example.randy.sample:seekBarStyle}</code></td><td></td></tr>,1
AppCompatTextHelper,1
android:button,1
com.example.randy.sample:state_above_anchor}</code></td><td></td></tr>,1
com.example.randy.sample:dialogPreferredPadding}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#buttonBarStyle},1
com.example.randy.sample:colorPrimary,1
android:itemTextAppearance,1
com.example.randy.sample:layout_optimizationLevel,1
com.example.randy.sample.R.attr#textAppearancePopupMenuHeader},1
com.example.randy.sample.R.attr#buttonStyleSmall},1
android:transformPivotY}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#buttonBarButtonStyle},1
android:checkableBehavior,1
com.example.randy.sample:alertDialogCenterButtons,1
com.example.randy.sample.R.attr#logoDescription},1
<tr><td>textCapCharacters</td><td>1001</td><td></td></tr>,1
com.example.randy.sample:arrowHeadLength}</code></td><td></td></tr>,1
android:typeface}</code></td><td></td></tr>,1
android.R.attr#checkableBehavior},1
com.example.randy.sample.R.attr#alertDialogTheme},1
monday,1
com.example.randy.sample:colorButtonNormal}</code></td><td></td></tr>,1
BACK,1
com.example.randy.sample.R.attr#collapseContentDescription},1
com.example.randy.sample:content}</code></td><td></td></tr>,1
com.example.randy.sample:keylines,1
android.R.attr#inflatedId},1
<tr><td>flagNoExtractUi</td><td>10000000</td><td></td></tr>,1
com.example.randy.sample.R.attr#windowActionModeOverlay},1
com.example.randy.sample.R.attr#searchIcon},1
payrate,1
com.example.randy.sample:layout_behavior}</code></td><td></td></tr>,1
com.example.randy.sample:paddingStart,1
com.example.randy.sample:textAppearanceSearchResultTitle,1
com.example.randy.sample:suggestionRowLayout,1
com.example.randy.sample:controlBackground}</code></td><td></td></tr>,1
app,1
com.example.randy.sample.R.attr#spinnerStyle},1
#PopupWindowBackgroundState},1
com.example.randy.sample:paddingEnd}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#actionBarDivider},1
com.example.randy.sample.R.attr#dividerVertical},1
android:windowIsFloating,1
android:rotationY,1
com.example.randy.sample:trackTint,1
